variant_and_allele,p_value,trait,gene,location
rs35245641-<b>C</b>,2e-06,schizophrenia,MIRLET7BHG,22:46077965
rs35058679-<b>T</b>,2e-06,schizophrenia,CLDN10,13:95493125
rs35058679-<b>T</b>,2e-06,schizophrenia,CLDN10-AS1,13:95493125
rs302010-<b>G</b>,2e-06,schizophrenia,ATXN8OS,13:70145330
rs79090407-<b>A</b>,2e-06,schizophrenia,LINC02195,16:26505812
rs4781348-<b>A</b>,2e-06,schizophrenia,RPL35AP34,16:12892885
rs4781348-<b>A</b>,2e-06,schizophrenia,SHISA9,16:12892885
rs3804082-<b>G</b>,2e-06,schizophrenia,OSBP2,22:30790322
rs1986112-<b>A</b>,2e-06,schizophrenia,RAB8B,15:63248373
rs6065777-<b>T</b>,2e-06,schizophrenia,STK4,20:45041000
rs61021925-<b>T</b>,2e-06,schizophrenia,CLIP1,12:122379112
rs62355986-<b>C</b>,2e-06,schizophrenia,PIK3R1,5:68360793
rs1987778-<b>T</b>,2e-06,schizophrenia,SIPA1L1,14:71249146
rs1524480-<b>G</b>,2e-06,schizophrenia,UNKNOWN,2:5322854
rs12620761-<b>C</b>,2e-06,schizophrenia,MGAT5,2:134096560
rs10275045-<b>?</b>,2e-06,schizophrenia,MAD1L1,7:1881190
rs2159292-<b>C</b>,2e-06,schizophrenia,SHISA6,17:11259875
rs17018359-<b>?</b>,2e-06,schizophrenia,CTNNA2,2:79989050
rs1482292-<b>C</b>,2e-06,schizophrenia,TMEM132D,12:129333701
rs10895575-<b>A</b>,2e-06,schizophrenia,PDGFD,11:104112134
rs6917512-<b>C</b>,2e-06,schizophrenia,UNKNOWN,6:40860546
rs78944489-<b>C</b>,2e-06,schizophrenia,NOTO,2:73191915
rs78944489-<b>C</b>,2e-06,schizophrenia,RAB11FIP5,2:73191915
rs55675132-<b>C</b>,2e-06,schizophrenia,TSPAN2,1:115077013
rs6019826-<b>T</b>,2e-06,schizophrenia,KCNB1,20:49426433
rs198160-<b>G</b>,3e-06,schizophrenia,LINC02194,16:24229404
rs198160-<b>G</b>,3e-06,schizophrenia,PRKCB,16:24229404
rs12210050-<b>?</b>,3e-06,schizophrenia,IRF4,6:475489
rs12210050-<b>?</b>,3e-06,schizophrenia,EXOC2,6:475489
rs207282-<b>T</b>,3e-06,schizophrenia,LINC02438,4:19107261
rs207282-<b>T</b>,3e-06,schizophrenia,FAM184B,4:19107261
rs433598-<b>T</b>,3e-06,schizophrenia,ACSM1,16:20668884
rs433598-<b>T</b>,3e-06,schizophrenia,ACSM3,16:20668884
rs2185077-<b>T</b>,3e-06,schizophrenia,LINC02812,1:53379768
rs2185077-<b>T</b>,3e-06,schizophrenia,SLC25A3P1,1:53379768
rs2094900-<b>A</b>,3e-06,schizophrenia,UNKNOWN,13:109614902
rs9908552-<b>T</b>,3e-06,schizophrenia,YWHAE,17:1394697
rs1602565-<b>C</b>,3e-06,schizophrenia,MYBPC3,11:29140589
rs1602565-<b>C</b>,3e-06,schizophrenia,LINC02742,11:29140589
rs11264213-<b>A</b>,3e-06,schizophrenia,AGO4,1:35818353
rs1499972-<b>C</b>,3e-06,schizophrenia,UNKNOWN,3:118000691
rs9554348-<b>T</b>,3e-06,schizophrenia,HS6ST3,13:96360101
rs9545047-<b>A</b>,3e-06,schizophrenia,RBM26,13:79285321
rs7930295-<b>G</b>,3e-06,schizophrenia,FEZ1,11:125443703
rs10853575-<b>T</b>,3e-06,schizophrenia,SMAD7,18:49033349
rs10853575-<b>T</b>,3e-06,schizophrenia,DYM,18:49033349
rs11699237-<b>?</b>,3e-06,schizophrenia,BMP7,20:57108940
rs141308780-<b>G</b>,3e-06,schizophrenia,SH3GL3,15:83591790
rs2429030-<b>T</b>,3e-06,schizophrenia,KIFBP,10:68991917
rs9310732-<b>A</b>,3e-06,schizophrenia,THRB,3:24174066
rs2323266-<b>?</b>,3e-06,schizophrenia,PCDH20,13:61391170
rs1455244-<b>?</b>,3e-06,schizophrenia,LINC01255,18:11494200
rs3856261-<b>G</b>,3e-06,schizophrenia,RIT1,1:155906822
rs76569837-<b>G</b>,3e-06,schizophrenia,U6,12:45565980
rs3770752-<b>A</b>,3e-06,schizophrenia,QPCT,2:37348993
rs111803315-<b>G</b>,3e-06,schizophrenia,JKAMP,14:59498575
rs1210898-<b>T</b>,3e-06,schizophrenia,EBNA1BP2,1:43259573
rs187568-<b>A</b>,3e-06,schizophrenia,EDIL3,5:84019804
rs7303433-<b>G</b>,3e-06,schizophrenia,SOX5,12:23487545
rs7989524-<b>A</b>,3e-06,schizophrenia,PHF2P2,13:19057017
rs3013169-<b>T</b>,3e-06,schizophrenia,EYS,6:64133067
rs10489482-<b>T</b>,3e-06,schizophrenia,RNU7-183P,1:185417483
rs10489482-<b>T</b>,3e-06,schizophrenia,GS1-279B7.1,1:185417483
rs76939711-<b>A</b>,3e-06,schizophrenia,DNAJB8-AS1,3:128468391
rs8063446-<b>?</b>,3e-06,schizophrenia,SLC7A6OS,16:68310460
rs76049629-<b>G</b>,3e-06,schizophrenia,ATOH1,4:93837884
rs8133932-<b>C</b>,3e-06,schizophrenia,PCBP3,21:45791171
rs77868089-<b>A</b>,3e-06,schizophrenia,AZU1P1,13:39822000
rs77868089-<b>A</b>,3e-06,schizophrenia,CDKN2AIPNLP3,13:39822000
rs78037194-<b>G</b>,3e-06,schizophrenia,FMN2,1:240059390
rs7688014-<b>C</b>,3e-06,schizophrenia,SLC9B2,4:103053903
rs114726755-<b>T</b>,3e-06,schizophrenia,CRB1,1:197324293
rs2252865-<b>?</b>,3e-06,schizophrenia,RERE,1:8362616
chr6:55564517-<b>?</b>,3e-06,schizophrenia,UNKNOWN,6:55564517
rs4685495-<b>A</b>,3e-06,schizophrenia,CNTN4,3:2195173
rs354225-<b>G</b>,3e-06,schizophrenia,EML6,2:54696629
rs354225-<b>G</b>,3e-06,schizophrenia,SPTBN1,2:54696629
rs66831316-<b>?</b>,3e-06,schizophrenia,UNKNOWN,Mapping not available
rs3931099-<b>T</b>,3e-06,schizophrenia,ANKFY1,17:4192446
rs1009080-<b>?</b>,3e-06,schizophrenia,LINC01648,1:29958713
rs6424555-<b>T</b>,3e-06,schizophrenia,LINC02238,1:73616692
rs10900020-<b>?</b>,3e-06,schizophrenia,LINC02881,10:44331749
rs10900020-<b>?</b>,3e-06,schizophrenia,CXCL12,10:44331749
rs72749142-<b>G</b>,3e-06,schizophrenia,KIF21B,1:200982179
rs582580-<b>G</b>,3e-06,schizophrenia,ARL2,11:65004475
rs582580-<b>G</b>,3e-06,schizophrenia,BATF2,11:65004475
rs58950470-<b>T</b>,3e-06,schizophrenia,PCNX3,11:65616284
rs1869901-<b>?</b>,3e-06,schizophrenia,PLCB2,15:40303426
rs7172342-<b>?</b>,4e-06,schizophrenia,RORA,15:61044243
rs7002619-<b>T</b>,4e-06,schizophrenia,MSR1,8:16208048
rs146300688-<b>C</b>,4e-06,schizophrenia,LINC01320,2:34062217
rs7266699-<b>C</b>,4e-06,schizophrenia,PHACTR3,20:59678383
rs72793138-<b>A</b>,4e-06,schizophrenia,PCDH15,10:53721128
rs10052004-<b>?</b>,4e-06,schizophrenia,SALL4P1,5:57370673
rs61990820-<b>A</b>,4e-06,schizophrenia,NRXN3,14:79899927
rs7531932-<b>A</b>,4e-06,schizophrenia,NEGR1,1:71668902
rs7551345-<b>A</b>,4e-06,schizophrenia,ZCCHC17,1:31359023
rs76405237-<b>G</b>,4e-06,schizophrenia,TMEM178B,7:141271019
rs12432904-<b>G</b>,4e-06,schizophrenia,EIF5,14:103345983
rs12432904-<b>G</b>,4e-06,schizophrenia,HMGB3P26,14:103345983
rs1251350-<b>C</b>,4e-06,schizophrenia,RN7SL825P,10:32004006
rs1251350-<b>C</b>,4e-06,schizophrenia,KIF5B,10:32004006
rs12595305-<b>T</b>,4e-06,schizophrenia,MIR9-3HG,15:89356393
rs12595305-<b>T</b>,4e-06,schizophrenia,POLG-DT,15:89356393
rs12723316-<b>G</b>,4e-06,schizophrenia,LINC01725,1:83848587
rs4846033-<b>?</b>,4e-06,schizophrenia,AGTRAP,1:11728507
rs4846033-<b>?</b>,4e-06,schizophrenia,DRAXIN,1:11728507
rs12431204-<b>A</b>,4e-06,schizophrenia,TRPC4,13:37876098
rs12431204-<b>A</b>,4e-06,schizophrenia,LINC02334,13:37876098
rs7017212-<b>?</b>,4e-06,schizophrenia,MSRA,8:10165428
rs28669119-<b>G</b>,4e-06,schizophrenia,MEF2C-AS1,5:88909036
rs2977125-<b>T</b>,4e-06,schizophrenia,TRMT9B,8:12915747
rs2977125-<b>T</b>,4e-06,schizophrenia,LINC00681,8:12915747
rs337718-<b>T</b>,4e-06,schizophrenia,UNKNOWN,18:72107043
rs34411452-<b>T</b>,4e-06,schizophrenia,UBLCP1,5:159261655
rs34411452-<b>T</b>,4e-06,schizophrenia,LINC01932,5:159261655
rs34777351-<b>C</b>,4e-06,schizophrenia,UNKNOWN,18:25526259
rs35123781-<b>G</b>,4e-06,schizophrenia,RNU6-236P,5:139685595
rs35123781-<b>G</b>,4e-06,schizophrenia,CXXC5,5:139685595
rs112627313-<b>A</b>,4e-06,schizophrenia,U3,3:45288559
rs10788251-<b>C</b>,4e-06,schizophrenia,TACC2,10:122142449
rs11039131-<b>C</b>,4e-06,schizophrenia,DDB2,11:47210487
rs11039131-<b>C</b>,4e-06,schizophrenia,PACSIN3,11:47210487
rs10932194-<b>G</b>,4e-06,schizophrenia,CREB1,2:207465706
rs6917824-<b>G</b>,4e-06,schizophrenia,NKAIN2,6:124021518
rs1046089-<b>G</b>,4e-06,schizophrenia,PRRC2A,6:31635190
rs4776059-<b>T</b>,4e-06,schizophrenia,FAM214A,15:52594765
rs12426725-<b>?</b>,4e-06,schizophrenia,PPFIA2,12:81449349
rs4427170-<b>T</b>,4e-06,schizophrenia,SGCZ,8:14996272
rs1572299-<b>A</b>,4e-06,schizophrenia,UNKNOWN,9:118584139
rs4084594-<b>T</b>,4e-06,schizophrenia,NT5ELP,5:64418618
rs36109662-<b>G</b>,4e-06,schizophrenia,LHFPL3,7:104443254
rs79169085-<b>C</b>,4e-06,schizophrenia,SKAP1,17:48220153
rs80353807-<b>G</b>,4e-06,schizophrenia,ZNF365,10:62559780
rs17766408-<b>T</b>,4e-06,schizophrenia,RPSAP52,12:65791310
rs17684571-<b>C</b>,4e-06,schizophrenia,DST,6:56710873
rs1734907-<b>A</b>,4e-06,schizophrenia,POP7,7:100717894
rs1734907-<b>A</b>,4e-06,schizophrenia,EPO,7:100717894
rs13004237-<b>G</b>,4e-06,schizophrenia,UNKNOWN,Mapping not available
rs11712112-<b>A</b>,4e-06,schizophrenia,MGLL,3:128023522
rs9341835-<b>C</b>,4e-06,schizophrenia,EEF1B2P5,6:63416275
rs9341835-<b>C</b>,4e-06,schizophrenia,LGSN,6:63416275
rs11599218-<b>G</b>,4e-06,schizophrenia,CFAP58,10:104445317
rs369019574-<b>A</b>,4e-06,schizophrenia,UNKNOWN,9:79271833
rs2144051-<b>G</b>,4e-06,schizophrenia,LINC02304,14:97078236
rs144759648-<b>A</b>,4e-06,schizophrenia,NOM1,7:156943329
rs144759648-<b>A</b>,4e-06,schizophrenia,LMBR1,7:156943329
rs11864208-<b>C</b>,4e-06,schizophrenia,ADCY7,16:50243303
rs11864208-<b>C</b>,4e-06,schizophrenia,TENT4B,16:50243303
rs10218712-<b>T</b>,4e-06,schizophrenia,FOXO6,1:41366625
rs1267813-<b>G</b>,4e-06,schizophrenia,JAM3,11:134111180
rs55970365-<b>C</b>,4e-06,schizophrenia,LINC01370,20:40096545
rs7811528-<b>G</b>,4e-06,schizophrenia,TTYH3,7:2663182
rs4798896-<b>?</b>,4e-06,schizophrenia,UNKNOWN,18:78152922
rs1335882-<b>T</b>,4e-06,schizophrenia,SPATA2P1,13:56258138
rs1351356-<b>T</b>,4e-06,schizophrenia,MED30,8:117587883
rs1389724-<b>T</b>,4e-06,schizophrenia,NRBF2P3,1:110814219
rs1389724-<b>T</b>,4e-06,schizophrenia,Y_RNA,1:110814219
rs16945898-<b>?</b>,4e-06,schizophrenia,UNKNOWN,17:12322858
rs67900830-<b>A</b>,4e-06,schizophrenia,CRYAA,21:43195762
rs189918-<b>C</b>,4e-06,schizophrenia,DNAJC11,1:6677152
rs16831047-<b>A</b>,4e-06,schizophrenia,RNU7-147P,2:199145752
rs72963233-<b>C</b>,4e-06,schizophrenia,UNKNOWN,18:34349283
rs72975629-<b>C</b>,4e-06,schizophrenia,UNKNOWN,3:135767692
rs41464545-<b>G</b>,4e-06,schizophrenia,LINC02232,4:64952689
rs11685323-<b>C</b>,4.9999999999999996e-06,schizophrenia,SPAG16,2:213848854
rs4530903-<b>?</b>,4.9999999999999996e-06,schizophrenia,HLA-DQA1,6:32614112
rs4530903-<b>?</b>,4.9999999999999996e-06,schizophrenia,HLA-DRB1,6:32614112
rs6935231-<b>A</b>,4.9999999999999996e-06,schizophrenia,COL21A1,6:56339106
rs10744422-<b>C</b>,4.9999999999999996e-06,schizophrenia,HIP1R,12:122852242
rs117900362-<b>C</b>,4.9999999999999996e-06,schizophrenia,KIAA1217,10:23861388
rs259282-<b>T</b>,4.9999999999999996e-06,schizophrenia,ANKRD27,19:32672137
rs10860965-<b>?</b>,4.9999999999999996e-06,schizophrenia,C12orf42,12:103211559
rs1863824-<b>G</b>,4.9999999999999996e-06,schizophrenia,GRID1,10:86353182
rs12682527-<b>C</b>,4.9999999999999996e-06,schizophrenia,ASH2L,8:21463493
rs9879311-<b>T</b>,4.9999999999999996e-06,schizophrenia,ATP2B2,3:10373659
rs1561296-<b>T</b>,4.9999999999999996e-06,schizophrenia,SPATS2L,2:200443394
rs12540205-<b>C</b>,4.9999999999999996e-06,schizophrenia,ATXN7L1,7:105670146
rs41268902-<b>A</b>,4.9999999999999996e-06,schizophrenia,TNXB,6:32103231
rs4757144-<b>G</b>,4.9999999999999996e-06,schizophrenia,ARNTL,11:13309679
rs1516570-<b>A</b>,4.9999999999999996e-06,schizophrenia,GRM7,3:6963334
rs144223816-<b>G</b>,4.9999999999999996e-06,schizophrenia,UNKNOWN,5:45835157
rs7551222-<b>A</b>,4.9999999999999996e-06,schizophrenia,LRRN2,1:204630167
rs2957613-<b>T</b>,4.9999999999999996e-06,schizophrenia,SCAPER,15:76408248
rs9317639-<b>C</b>,4.9999999999999996e-06,schizophrenia,PCDH9,13:67112708
rs13020137-<b>A</b>,4.9999999999999996e-06,schizophrenia,RAB6C,2:129999731
rs13020137-<b>A</b>,4.9999999999999996e-06,schizophrenia,ARHGAP42P2,2:129999731
rs975752-<b>A</b>,4.9999999999999996e-06,schizophrenia,ERLIN1,10:100146576
rs975752-<b>A</b>,4.9999999999999996e-06,schizophrenia,SPCS2P2,10:100146576
rs7610761-<b>A</b>,4.9999999999999996e-06,schizophrenia,LPP,3:188467141
rs12195417-<b>C</b>,4.9999999999999996e-06,schizophrenia,PRSS35,6:83463309
rs12195417-<b>C</b>,4.9999999999999996e-06,schizophrenia,ME1,6:83463309
rs6736848-<b>T</b>,4.9999999999999996e-06,schizophrenia,RNU6-1001P,2:155012155
rs6736848-<b>T</b>,4.9999999999999996e-06,schizophrenia,CBX3P6,2:155012155
rs6549358-<b>G</b>,4.9999999999999996e-06,schizophrenia,HMGB1P36,3:70803555
rs6549358-<b>G</b>,4.9999999999999996e-06,schizophrenia,RNU6-281P,3:70803555
rs9512730-<b>?</b>,4.9999999999999996e-06,schizophrenia,RNU6-63P,13:27503007
rs9512730-<b>?</b>,4.9999999999999996e-06,schizophrenia,LNX2,13:27503007
rs1858740-<b>C</b>,4.9999999999999996e-06,schizophrenia,XYLB,3:38396881
rs11784536-<b>A</b>,4.9999999999999996e-06,schizophrenia,IQANK1,8:143756977
rs12449000-<b>T</b>,4.9999999999999996e-06,schizophrenia,FANCA,16:89806562
rs13119516-<b>A</b>,4.9999999999999996e-06,schizophrenia,BANK1,4:101920448
rs13110633-<b>C</b>,4.9999999999999996e-06,schizophrenia,SLAIN2,4:48468279
rs13110633-<b>C</b>,4.9999999999999996e-06,schizophrenia,SLC10A4,4:48468279
rs117488988-<b>A</b>,4.9999999999999996e-06,schizophrenia,KRT18P50,6:95898699
rs12519062-<b>C</b>,4.9999999999999996e-06,schizophrenia,MIR583HG,5:96170382
rs13276960-<b>G</b>,4.9999999999999996e-06,schizophrenia,MAILR,8:102895776
rs1546044-<b>A</b>,4.9999999999999996e-06,schizophrenia,NR3C2,4:148411792
rs820970-<b>G</b>,4.9999999999999996e-06,schizophrenia,UNKNOWN,2:57513953
rs73044404-<b>G</b>,4.9999999999999996e-06,schizophrenia,CACNA1C,12:2026283
rs11063421-<b>T</b>,4.9999999999999996e-06,schizophrenia,KCNA1,12:4949227
rs11063421-<b>T</b>,4.9999999999999996e-06,schizophrenia,KCNA5,12:4949227
rs59888335-<b>T</b>,4.9999999999999996e-06,schizophrenia,UNKNOWN,3:80610899
rs6083-<b>A</b>,4.9999999999999996e-06,schizophrenia,LIPC,15:58545811
rs2298450-<b>C</b>,4.9999999999999996e-06,schizophrenia,DOP1B,21:36251149
rs220519-<b>T</b>,4.9999999999999996e-06,schizophrenia,ARHGAP40,20:38650612
rs2189246-<b>A</b>,4.9999999999999996e-06,schizophrenia,PCLO,7:82815056
rs77421486-<b>C</b>,4.9999999999999996e-06,schizophrenia,RN7SKP60,5:165690456
rs117509195-<b>G</b>,4.9999999999999996e-06,schizophrenia,LINC00301,11:60619545
rs17203055-<b>?</b>,4.9999999999999996e-06,schizophrenia,ARHGAP31,3:119365484
rs78392994-<b>T</b>,4.9999999999999996e-06,schizophrenia,FER,5:108953202
rs141216273-<b>A</b>,4.9999999999999996e-06,schizophrenia,ARNILA,2:25376303
rs141216273-<b>A</b>,4.9999999999999996e-06,schizophrenia,DTNB,2:25376303
rs4669297-<b>T</b>,4.9999999999999996e-06,schizophrenia,LINC01814,2:8598773
rs4669297-<b>T</b>,4.9999999999999996e-06,schizophrenia,SNRPEP5,2:8598773
rs16869652-<b>?</b>,4.9999999999999996e-06,schizophrenia,LINC01016,6:33883396
rs4459386-<b>A</b>,4.9999999999999996e-06,schizophrenia,LIMA1,12:50201164
rs62544595-<b>G</b>,6e-06,schizophrenia,TEK,9:27135720
rs7875611-<b>T</b>,6e-06,schizophrenia,ALOX15P2,9:92916727
rs12445424-<b>A</b>,6e-06,schizophrenia,LINC02188,16:87029768
rs12445424-<b>A</b>,6e-06,schizophrenia,LINC02181,16:87029768
rs75080020-<b>T</b>,6e-06,schizophrenia,EIF4E2P2,3:115264809
rs16971465-<b>C</b>,6e-06,schizophrenia,ZFHX3,16:72983162
rs820970-<b>T</b>,6e-06,schizophrenia,UNKNOWN,2:57513953
rs12052801-<b>A</b>,6e-06,schizophrenia,PPP3R1,2:68196086
rs7641070-<b>G</b>,6e-06,schizophrenia,PPP2R3A,3:135979287
rs157981-<b>C</b>,6e-06,schizophrenia,UNKNOWN,10:78744513
rs6834681-<b>A</b>,6e-06,schizophrenia,RASGEF1B,4:81713656
rs11078493-<b>A</b>,6e-06,schizophrenia,UBE2G1,17:4279429
rs13424309-<b>T</b>,6e-06,schizophrenia,PCGEM1,2:192861321
rs149110600-<b>A</b>,6e-06,schizophrenia,CIR1,2:174376730
rs67478160-<b>C</b>,6e-06,schizophrenia,PPP1R13B,14:103824337
rs2161300-<b>T</b>,6e-06,schizophrenia,CTB-178M22.2,5:168234157
rs2161300-<b>T</b>,6e-06,schizophrenia,TENM2,5:168234157
rs2072883-<b>A</b>,6e-06,schizophrenia,TTLL1,22:43039662
rs2072883-<b>A</b>,6e-06,schizophrenia,TTLL1-AS1,22:43039662
rs9403484-<b>T</b>,6e-06,schizophrenia,AIG1,6:143330832
rs76456399-<b>A</b>,6e-06,schizophrenia,LINC01394,6:1371322
rs76456399-<b>A</b>,6e-06,schizophrenia,FOXF2-DT,6:1371322
rs13217797-<b>T</b>,6e-06,schizophrenia,CARMIL1,6:25485786
rs489332-<b>?</b>,6e-06,schizophrenia,UNKNOWN,9:75413430
rs12554020-<b>C</b>,6e-06,schizophrenia,FAM120A,9:93507955
rs10814727-<b>A</b>,6e-06,schizophrenia,YWHABP1,9:38638839
rs10814727-<b>A</b>,6e-06,schizophrenia,FAM201A,9:38638839
rs2726807-<b>?</b>,6e-06,schizophrenia,TENM3,4:182216245
rs1170612-<b>?</b>,6e-06,schizophrenia,CNTNAP5,2:124225479
rs72882854-<b>A</b>,6e-06,schizophrenia,SCN1A-AS1,2:166304860
rs72882854-<b>A</b>,6e-06,schizophrenia,SCN9A,2:166304860
rs36104021-<b>C</b>,6e-06,schizophrenia,ASCL1,12:102967334
rs4381823-<b>?</b>,6e-06,schizophrenia,FBXO11,2:47820196
rs7008026-<b>C</b>,6e-06,schizophrenia,PRDM14,8:70038045
rs7008026-<b>C</b>,6e-06,schizophrenia,SUMO2P20,8:70038045
rs2205299-<b>T</b>,6e-06,schizophrenia,UNKNOWN,21:16834310
rs10849689-<b>A</b>,6e-06,schizophrenia,C12orf76,12:110055417
rs7127399-<b>G</b>,6e-06,schizophrenia,OR8Q1P,11:124591378
rs7127399-<b>G</b>,6e-06,schizophrenia,OR8A1,11:124591378
rs35261864-<b>C</b>,6e-06,schizophrenia,ROBO2,3:76220735
rs151222-<b>?</b>,6e-06,schizophrenia,ACSM1,16:20663170
rs151222-<b>?</b>,6e-06,schizophrenia,ACSM3,16:20663170
rs1882760-<b>A</b>,6e-06,schizophrenia,DSCAM,21:40316840
rs12620761-<b>T</b>,6e-06,schizophrenia,MGAT5,2:134096560
rs62296447-<b>T</b>,6e-06,schizophrenia,LINC02438,4:19361370
rs12129731-<b>T</b>,6e-06,schizophrenia,LINC01776,1:98222135
rs1412115-<b>?</b>,6e-06,schizophrenia,RPL23P11,10:33799125
rs1412115-<b>?</b>,6e-06,schizophrenia,LINC00838,10:33799125
rs2929278-<b>C</b>,6e-06,schizophrenia,FRMD5,15:43958115
rs11690935-<b>G</b>,6e-06,schizophrenia,RPL21P38,2:171676795
rs11690935-<b>G</b>,6e-06,schizophrenia,DYNC1I2,2:171676795
rs74338693-<b>G</b>,7e-06,schizophrenia,SCN1A-AS1,2:165957215
rs11064837-<b>A</b>,7e-06,schizophrenia,TMEM233,12:119579901
rs11064837-<b>A</b>,7e-06,schizophrenia,CCDC60,12:119579901
rs12693217-<b>G</b>,7e-06,schizophrenia,CWC22,2:179977187
rs4621267-<b>T</b>,7e-06,schizophrenia,RPL35P8,22:49179065
rs1040393-<b>C</b>,7e-06,schizophrenia,ILDR2,1:166892359
rs1040393-<b>C</b>,7e-06,schizophrenia,TADA1,1:166892359
rs513088-<b>G</b>,7e-06,schizophrenia,RPL4P2,1:166700699
rs513088-<b>G</b>,7e-06,schizophrenia,FMO10P,1:166700699
rs2540277-<b>C</b>,7e-06,schizophrenia,TMEM182,2:102809718
rs161660-<b>G</b>,7e-06,schizophrenia,PRICKLE2,3:64130365
rs10777165-<b>C</b>,7e-06,schizophrenia,POC1B,12:89447088
rs8066384-<b>C</b>,7e-06,schizophrenia,RPTOR,17:80651956
rs4740446-<b>T</b>,7e-06,schizophrenia,PTPRD,9:10255540
rs7617937-<b>A</b>,7e-06,schizophrenia,SATB1-AS1,3:18846493
rs2159767-<b>?</b>,7e-06,schizophrenia,UNKNOWN,X:148299501
rs1879248-<b>?</b>,7e-06,schizophrenia,CCDC39,3:180833426
rs12193070-<b>A</b>,7e-06,schizophrenia,LINC02549,6:68309831
rs27419-<b>C</b>,7e-06,schizophrenia,MOCS2,5:53125108
rs7901794-<b>C</b>,7e-06,schizophrenia,NRBF2,10:63118178
rs7901794-<b>C</b>,7e-06,schizophrenia,RNU6-543P,10:63118178
rs79258494-<b>A</b>,7e-06,schizophrenia,SUMO2P2,9:23576502
rs16934812-<b>?</b>,7e-06,schizophrenia,TMTC1,12:29719385
rs73627050-<b>?</b>,7e-06,schizophrenia,NLGN4X,X:6094587
rs36059107-<b>A</b>,7e-06,schizophrenia,NPAS3,14:33768747
rs8016982-<b>C</b>,7e-06,schizophrenia,GTF2A1,14:81240713
rs8016982-<b>C</b>,7e-06,schizophrenia,DYNLL1P1,14:81240713
rs35094601-<b>G</b>,7e-06,schizophrenia,RNF14P1,2:138454920
rs35094601-<b>G</b>,7e-06,schizophrenia,SPOPL,2:138454920
rs117325001-<b>T</b>,7e-06,schizophrenia,BNIP3L,8:26384756
rs61935443-<b>C</b>,7e-06,schizophrenia,KRT19P2,12:94855988
rs61935443-<b>C</b>,7e-06,schizophrenia,NDUFA12,12:94855988
rs10924245-<b>?</b>,7e-06,schizophrenia,KIF26B,1:245570306
rs11603151-<b>A</b>,7e-06,schizophrenia,LINC02706,11:134654555
rs11616416-<b>A</b>,7e-06,schizophrenia,MTUS2,13:29262114
rs61841072-<b>G</b>,7e-06,schizophrenia,SEPTIN14P21,1:242966101
rs62064224-<b>G</b>,7e-06,schizophrenia,RHBDL3,17:32308096
rs12887386-<b>A</b>,7e-06,schizophrenia,UNKNOWN,14:85099583
rs3131888-<b>C</b>,7e-06,schizophrenia,ZFP57,6:29696112
rs3131888-<b>C</b>,7e-06,schizophrenia,ZDHHC20P1,6:29696112
rs2455601-<b>A</b>,7e-06,schizophrenia,DENND2B,11:8877853
rs1805203-<b>G</b>,7e-06,schizophrenia,SOX2-OT,3:181056092
rs11592657-<b>A</b>,7e-06,schizophrenia,DOCK1,10:126992179
rs114333818-<b>A</b>,7e-06,schizophrenia,PLA2G4A,1:186856584
rs989197-<b>T</b>,7e-06,schizophrenia,UNKNOWN,3:162197124
rs9881798-<b>C</b>,7e-06,schizophrenia,PLCL2,3:16805459
rs75094680-<b>A</b>,7e-06,schizophrenia,UNKNOWN,5:30558030
rs6953837-<b>A</b>,7e-06,schizophrenia,INSIG1-DT,7:155227220
rs6953837-<b>A</b>,7e-06,schizophrenia,RN7SKP280,7:155227220
rs72925918-<b>G</b>,7e-06,schizophrenia,HNRNPA1P47,2:194215175
rs1791244-<b>?</b>,7e-06,schizophrenia,MIR924HG,18:39489348
rs1561296-<b>?</b>,7e-06,schizophrenia,SPATS2L,2:200443394
rs12949688-<b>?</b>,7e-06,schizophrenia,RN7SKP94,17:57748340
rs12949688-<b>?</b>,7e-06,schizophrenia,CCDC182,17:57748340
rs5749696-<b>C</b>,7e-06,schizophrenia,YPEL1,22:21709048
rs2019872-<b>C</b>,7e-06,schizophrenia,SMG6,17:2107024
rs60037734-<b>G</b>,7e-06,schizophrenia,ZMYM4,1:35213586
rs60037734-<b>G</b>,7e-06,schizophrenia,Y_RNA,1:35213586
rs6919939-<b>A</b>,7e-06,schizophrenia,UNKNOWN,6:164553981
rs1351267-<b>?</b>,7e-06,schizophrenia,UNKNOWN,3:152045912
rs6095357-<b>C</b>,7e-06,schizophrenia,ARFGEF2,20:48907328
rs6095357-<b>C</b>,7e-06,schizophrenia,PREX1,20:48907328
rs35553880-<b>T</b>,8e-06,schizophrenia,LINC01378,4:117723666
rs4129575-<b>A</b>,8e-06,schizophrenia,HS3ST4,16:26118462
rs10862476-<b>G</b>,8e-06,schizophrenia,RPL7P43,12:76740025
rs10862476-<b>G</b>,8e-06,schizophrenia,ZDHHC17,12:76740025
rs200610334-<b>AT</b>,8e-06,schizophrenia,MCHR1,22:40728162
rs200610334-<b>AT</b>,8e-06,schizophrenia,SLC25A17,22:40728162
rs10891354-<b>C</b>,8e-06,schizophrenia,LINC02762,11:112392780
rs10891354-<b>C</b>,8e-06,schizophrenia,LINC02763,11:112392780
rs28587833-<b>G</b>,8e-06,schizophrenia,RPL32P31,17:80537527
rs28587833-<b>G</b>,8e-06,schizophrenia,NPTX1,17:80537527
rs11044946-<b>T</b>,8e-06,schizophrenia,TCP1P3,12:19928401
