variant_and_allele,p_value,trait,gene,location,af,tissues
rs7432375-<b>?</b>,4e-12,schizophrenia,STAG1,3:136569563,-1.0,Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Cells_EBV-transformed_lymphocytes&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Brain_Substantia_nigra&Brain_Amygdala&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Cerebellum&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Brain_Hypothalamus
rs7605813-<b>?</b>,5.0000000000000005e-12,schizophrenia,HSPE1-MOB4,2:197510605,-1.0,Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Cells_Cultured_fibroblasts&Skin_Not_Sun_Exposed_Suprapubic&Adipose_Subcutaneous&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Whole_Blood&Skin_Sun_Exposed_Lower_leg&Spleen&Muscle_Skeletal&Esophagus_Mucosa&Lung&Testis&Nerve_Tibial&Pancreas&Vagina&Brain_Cerebellum&Small_Intestine_Terminal_Ileum
rs7605813-<b>?</b>,5.0000000000000005e-12,schizophrenia,HSPD1,2:197510605,-1.0,Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Cells_Cultured_fibroblasts&Skin_Not_Sun_Exposed_Suprapubic&Adipose_Subcutaneous&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Whole_Blood&Skin_Sun_Exposed_Lower_leg&Spleen&Muscle_Skeletal&Esophagus_Mucosa&Lung&Testis&Nerve_Tibial&Pancreas&Vagina&Brain_Cerebellum&Small_Intestine_Terminal_Ileum
rs1006737-<b>A</b>,5.0000000000000005e-12,schizophrenia,CACNA1C,12:2236129,0.3195679498724298,
rs35225048-<b>?</b>,5.0000000000000005e-12,schizophrenia,UNKNOWN,15:61564064,-1.0,
rs950169-<b>C</b>,5.0000000000000005e-12,schizophrenia,ADAMTSL3,15:84037709,0.7378681906533983,
rs38752-<b>T</b>,5.0000000000000005e-12,schizophrenia,IMMP2L,7:111438856,0.6494045470949116,Artery_Tibial&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Adipose_Subcutaneous&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Adrenal_Gland&Breast_Mammary_Tissue&Whole_Blood&Skin_Sun_Exposed_Lower_leg&Spleen&Muscle_Skeletal&Esophagus_Mucosa&Lung&Testis&Heart_Left_Ventricle&Nerve_Tibial&Small_Intestine_Terminal_Ileum
rs1451488-<b>?</b>,5.0000000000000005e-12,schizophrenia,RNU7-147P,2:199125384,-1.0,Skin_Not_Sun_Exposed_Suprapubic&Adipose_Subcutaneous&Colon_Transverse&Esophagus_Muscularis&Skin_Sun_Exposed_Lower_leg&Adipose_Visceral_Omentum&Muscle_Skeletal
rs172531-<b>?</b>,5.0000000000000005e-12,schizophrenia,RERE,1:8435530,-1.0,Brain_Caudate_basal_ganglia&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Esophagus_Muscularis&Thyroid&Breast_Mammary_Tissue&Whole_Blood&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Spleen&Muscle_Skeletal&Esophagus_Mucosa&Lung&Heart_Left_Ventricle&Nerve_Tibial&Pancreas
rs715170-<b>C</b>,5.0000000000000005e-12,schizophrenia,LINC01539,18:56128283,0.7518151173343706,
rs715170-<b>C</b>,5.0000000000000005e-12,schizophrenia,LINC01905,18:56128283,0.7518151173343706,
rs114508985-<b>G</b>,5.0000000000000005e-12,schizophrenia,HLA-DMB,6:32932241,-1.0,Skin_Not_Sun_Exposed_Suprapubic&Heart_Atrial_Appendage&Whole_Blood&Adipose_Subcutaneous&Testis&Artery_Tibial&Esophagus_Muscularis&Liver&Brain_Cerebellar_Hemisphere&Nerve_Tibial&Skin_Sun_Exposed_Lower_leg&Colon_Sigmoid&Thyroid&Cells_Cultured_fibroblasts&Brain_Nucleus_accumbens_basal_ganglia&Artery_Aorta&Adrenal_Gland&Muscle_Skeletal&Esophagus_Mucosa
rs114508985-<b>G</b>,5.0000000000000005e-12,schizophrenia,HLA-Z,6:32932241,-1.0,Skin_Not_Sun_Exposed_Suprapubic&Heart_Atrial_Appendage&Whole_Blood&Adipose_Subcutaneous&Testis&Artery_Tibial&Esophagus_Muscularis&Liver&Brain_Cerebellar_Hemisphere&Nerve_Tibial&Skin_Sun_Exposed_Lower_leg&Colon_Sigmoid&Thyroid&Cells_Cultured_fibroblasts&Brain_Nucleus_accumbens_basal_ganglia&Artery_Aorta&Adrenal_Gland&Muscle_Skeletal&Esophagus_Mucosa
rs11685299-<b>C</b>,5.0000000000000005e-12,schizophrenia,CUL3,2:224526579,0.7321303433777155,
rs778371-<b>?</b>,5.0000000000000005e-12,schizophrenia,SNORC,2:232878399,-1.0,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Skin_Not_Sun_Exposed_Suprapubic&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Esophagus_Muscularis&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Brain_Amygdala&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Esophagus_Mucosa&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Brain_Cerebellum
rs2103655-<b>?</b>,5.0000000000000005e-12,schizophrenia,PPP1R16B,20:38797315,-1.0,
rs2103655-<b>?</b>,5.0000000000000005e-12,schizophrenia,ACTR5,20:38797315,-1.0,
rs17164-<b>?</b>,5.0000000000000005e-12,schizophrenia,GIGYF2,2:232728789,-1.0,Adipose_Subcutaneous&Testis&Heart_Left_Ventricle&Artery_Tibial&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Thyroid&Artery_Aorta&Small_Intestine_Terminal_Ileum&Esophagus_Mucosa
rs1700006-<b>?</b>,5.0000000000000005e-12,schizophrenia,UNKNOWN,Mapping not available,-1.0,
rs61937595-<b>?</b>,5.9999999999999995e-12,schizophrenia,R3HDM2,12:57289173,-1.0,
rs4132385-<b>?</b>,5.9999999999999995e-12,schizophrenia,ZSWIM6,5:61319052,-1.0,Heart_Atrial_Appendage&Whole_Blood&Adipose_Subcutaneous&Testis&Cells_EBV-transformed_lymphocytes&Artery_Tibial&Stomach&Brain_Cerebellar_Hemisphere&Skin_Sun_Exposed_Lower_leg&Cells_Cultured_fibroblasts&Muscle_Skeletal&Esophagus_Mucosa
rs4132385-<b>?</b>,5.9999999999999995e-12,schizophrenia,LINC02057,5:61319052,-1.0,Heart_Atrial_Appendage&Whole_Blood&Adipose_Subcutaneous&Testis&Cells_EBV-transformed_lymphocytes&Artery_Tibial&Stomach&Brain_Cerebellar_Hemisphere&Skin_Sun_Exposed_Lower_leg&Cells_Cultured_fibroblasts&Muscle_Skeletal&Esophagus_Mucosa
rs4380187-<b>?</b>,5.9999999999999995e-12,schizophrenia,UNKNOWN,Mapping not available,-1.0,
rs3814881-<b>?</b>,7e-12,schizophrenia,TAOK2,16:29989580,-1.0,
rs4648845-<b>?</b>,7e-12,schizophrenia,PLCH2,1:2455662,-1.0,Thyroid&Brain_Spinal_cord_cervical_c-1
rs3814883-<b>T</b>,7e-12,schizophrenia,TAOK2,16:29983601,0.44543650793650796,
rs61882743-<b>G</b>,7e-12,schizophrenia,AMBRA1,11:46527204,0.2625198517734251,
rs1635-<b>?</b>,7e-12,schizophrenia,NKAPL,6:28259826,-1.0,Artery_Coronary&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Brain_Cortex&Adipose_Subcutaneous&Esophagus_Gastroesophageal_Junction&Esophagus_Muscularis&Thyroid&Artery_Aorta&Adrenal_Gland&Whole_Blood&Brain_Anterior_cingulate_cortex_BA24&Spleen&Muscle_Skeletal&Esophagus_Mucosa&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Brain_Cerebellum&Small_Intestine_Terminal_Ileum
rs2905432-<b>?</b>,7e-12,schizophrenia,MAU2,19:19373486,-1.0,
rs2905432-<b>?</b>,7e-12,schizophrenia,GATAD2A,19:19373486,-1.0,
rs11783093-<b>?</b>,8e-12,schizophrenia,GULOP,8:27567832,-1.0,Skin_Not_Sun_Exposed_Suprapubic&Lung&Esophagus_Gastroesophageal_Junction&Artery_Tibial&Esophagus_Muscularis&Brain_Cerebellar_Hemisphere&Nerve_Tibial&Skin_Sun_Exposed_Lower_leg&Thyroid&Cells_Cultured_fibroblasts&Brain_Nucleus_accumbens_basal_ganglia&Adipose_Visceral_Omentum&Brain_Cerebellum&Muscle_Skeletal&Small_Intestine_Terminal_Ileum
rs4380187-<b>A</b>,8e-12,schizophrenia,UNKNOWN,Mapping not available,0.5506331390747535,
rs4685-<b>T</b>,8e-12,schizophrenia,SF3B1,2:197393071,0.3185062647428239,Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Cells_Cultured_fibroblasts&Skin_Not_Sun_Exposed_Suprapubic&Adipose_Subcutaneous&Colon_Transverse&Esophagus_Muscularis&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Whole_Blood&Skin_Sun_Exposed_Lower_leg&Spleen&Muscle_Skeletal&Esophagus_Mucosa&Lung&Testis&Nerve_Tibial&Pancreas&Brain_Cerebellum&Small_Intestine_Terminal_Ileum
rs169738-<b>?</b>,8e-12,schizophrenia,GGNBP1,6:33569769,-1.0,Artery_Coronary&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Cells_EBV-transformed_lymphocytes&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Uterus&Whole_Blood&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Spleen&Muscle_Skeletal&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Heart_Left_Ventricle&Nerve_Tibial&Pancreas&Vagina
rs111294930-<b>?</b>,9e-12,schizophrenia,LINC01470,5:152797561,-1.0,Brain_Caudate_basal_ganglia&Brain_Frontal_Cortex_BA9&Stomach&Nerve_Tibial&Thyroid&Breast_Mammary_Tissue
rs2057884-<b>?</b>,1.0000000000000001e-11,schizophrenia,SRPK2,7:105289803,-1.0,Heart_Atrial_Appendage&Whole_Blood&Adipose_Subcutaneous&Lung&Testis&Nerve_Tibial&Skin_Sun_Exposed_Lower_leg&Colon_Sigmoid&Pancreas&Muscle_Skeletal
rs6434928-<b>G</b>,1.0000000000000001e-11,schizophrenia,RNU6-1029P,2:197439853,0.3332958633093525,Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Cells_Cultured_fibroblasts&Skin_Not_Sun_Exposed_Suprapubic&Adipose_Subcutaneous&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Whole_Blood&Skin_Sun_Exposed_Lower_leg&Spleen&Muscle_Skeletal&Esophagus_Mucosa&Lung&Testis&Nerve_Tibial&Pancreas&Vagina&Brain_Cerebellum&Small_Intestine_Terminal_Ileum
rs6434928-<b>G</b>,1.0000000000000001e-11,schizophrenia,SF3B1,2:197439853,0.3332958633093525,Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Cells_Cultured_fibroblasts&Skin_Not_Sun_Exposed_Suprapubic&Adipose_Subcutaneous&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Whole_Blood&Skin_Sun_Exposed_Lower_leg&Spleen&Muscle_Skeletal&Esophagus_Mucosa&Lung&Testis&Nerve_Tibial&Pancreas&Vagina&Brain_Cerebellum&Small_Intestine_Terminal_Ileum
rs6633421-<b>?</b>,1.0000000000000001e-11,schizophrenia,CNKSR2,X:21551802,-1.0,Thyroid
rs6065094-<b>G</b>,1.0000000000000001e-11,schizophrenia,UNKNOWN,Mapping not available,0.6843464493355482,
rs2514218-<b>T</b>,1.0000000000000001e-11,schizophrenia,DRD2,11:113522272,0.3516696419922226,
rs11038167-<b>?</b>,1.0000000000000001e-11,schizophrenia,TSPAN18,11:44821583,-1.0,
rs17194490-<b>T</b>,1.0000000000000001e-11,schizophrenia,CNTN4,3:2506102,0.14141867304720598,
rs62334820-<b>?</b>,1.0000000000000001e-11,schizophrenia,GPM6A,4:175934070,-1.0,Skin_Not_Sun_Exposed_Suprapubic
rs2970610-<b>?</b>,1.0000000000000001e-11,schizophrenia,UNKNOWN,Mapping not available,-1.0,
rs56807175-<b>?</b>,1.0000000000000001e-11,schizophrenia,UNKNOWN,2:145678655,-1.0,
rs3617-<b>?</b>,1.0000000000000001e-11,schizophrenia,ITIH3,3:52799789,-1.0,Artery_Coronary&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Adipose_Subcutaneous&Cells_EBV-transformed_lymphocytes&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Whole_Blood&Brain_Cerebellum&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs760648-<b>?</b>,1.0000000000000001e-11,schizophrenia,TCF20,22:42175022,-1.0,
rs13230421-<b>?</b>,2.0000000000000002e-11,schizophrenia,GRM3,7:86790810,-1.0,Nerve_Tibial
rs13230421-<b>?</b>,2.0000000000000002e-11,schizophrenia,GRM3-AS1,7:86790810,-1.0,Nerve_Tibial
rs17194490-<b>?</b>,2.0000000000000002e-11,schizophrenia,CNTN4,3:2506102,-1.0,
rs2565164-<b>?</b>,2.0000000000000002e-11,schizophrenia,COQ10B,2:197472796,-1.0,
rs7427564-<b>?</b>,2.0000000000000002e-11,schizophrenia,STAG1,3:136555593,-1.0,Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Cells_EBV-transformed_lymphocytes&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Brain_Substantia_nigra&Brain_Amygdala&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Cerebellum&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Brain_Hypothalamus
rs1625579-<b>T</b>,2.0000000000000002e-11,schizophrenia,MIR137HG,1:98037378,0.8099558607160373,Skin_Not_Sun_Exposed_Suprapubic
rs7597593-<b>T</b>,2.0000000000000002e-11,schizophrenia,ZNF804A,2:184668853,0.4034581724460221,
rs57016637-<b>G</b>,2.0000000000000002e-11,schizophrenia,PES1,22:30596938,5.305039787798409e-05,
rs9398171-<b>C</b>,2.0000000000000002e-11,schizophrenia,FOXO3,6:108662324,0.4361329026303646,Colon_Transverse&Esophagus_Muscularis&Artery_Tibial&Nerve_Tibial&Skin_Sun_Exposed_Lower_leg&Thyroid&Artery_Aorta&Muscle_Skeletal
rs10946817-<b>?</b>,2.0000000000000002e-11,schizophrenia,BTN3A2,6:26363828,-1.0,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Brain_Cortex&Adipose_Subcutaneous&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Whole_Blood&Brain_Cerebellum&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Nerve_Tibial&Pituitary&Pancreas&Brain_Hypothalamus
rs10946817-<b>?</b>,2.0000000000000002e-11,schizophrenia,H3C9P,6:26363828,-1.0,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Brain_Cortex&Adipose_Subcutaneous&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Whole_Blood&Brain_Cerebellum&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Nerve_Tibial&Pituitary&Pancreas&Brain_Hypothalamus
rs3788567-<b>T</b>,2.0000000000000002e-11,schizophrenia,CACNA1I,22:39610030,0.3176238182587837,
rs4685-<b>?</b>,2.0000000000000002e-11,schizophrenia,SF3B1,2:197393071,-1.0,Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Cells_Cultured_fibroblasts&Skin_Not_Sun_Exposed_Suprapubic&Adipose_Subcutaneous&Colon_Transverse&Esophagus_Muscularis&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Whole_Blood&Skin_Sun_Exposed_Lower_leg&Spleen&Muscle_Skeletal&Esophagus_Mucosa&Lung&Testis&Nerve_Tibial&Pancreas&Brain_Cerebellum&Small_Intestine_Terminal_Ileum
rs926231-<b>?</b>,2.0000000000000002e-11,schizophrenia,CACNA1I,22:39610981,-1.0,
rs72936314-<b>?</b>,2.0000000000000002e-11,schizophrenia,LINC01416,18:55913446,-1.0,
rs35774874-<b>?</b>,2.0000000000000002e-11,schizophrenia,SNX19,11:130941461,-1.0,
rs35774874-<b>?</b>,2.0000000000000002e-11,schizophrenia,RN7SL167P,11:130941461,-1.0,
rs16867576-<b>?</b>,2.0000000000000002e-11,schizophrenia,MEF2C-AS1,5:89450514,-1.0,
rs2535627-<b>T</b>,2.0000000000000002e-11,schizophrenia,ITIH3,3:52811089,0.5250278368255896,Artery_Coronary&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Brain_Cortex&Adipose_Subcutaneous&Cells_EBV-transformed_lymphocytes&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Whole_Blood&Brain_Cerebellum&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs2535627-<b>T</b>,2.0000000000000002e-11,schizophrenia,ITIH4,3:52811089,0.5250278368255896,Artery_Coronary&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Brain_Cortex&Adipose_Subcutaneous&Cells_EBV-transformed_lymphocytes&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Whole_Blood&Brain_Cerebellum&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs302321-<b>C</b>,2.0000000000000002e-11,schizophrenia,TMTC1,12:29775455,0.6760390566476377,
rs66610175-<b>?</b>,2.0000000000000002e-11,schizophrenia,UNKNOWN,Mapping not available,-1.0,
rs7907645-<b>T</b>,2.0000000000000002e-11,schizophrenia,TRIM8,10:102664043,0.8893726620469737,
rs7907645-<b>T</b>,2.0000000000000002e-11,schizophrenia,ARL3,10:102664043,0.8893726620469737,
rs17693963-<b>?</b>,3e-11,schizophrenia,GPR89P,6:27742386,-1.0,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Brain_Cortex&Adipose_Subcutaneous&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Brain_Substantia_nigra&Brain_Spinal_cord_cervical_c-1&Brain_Cerebellum&Brain_Anterior_cingulate_cortex_BA24&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Vagina&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs17693963-<b>?</b>,3e-11,schizophrenia,RSL24D1P1,6:27742386,-1.0,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Brain_Cortex&Adipose_Subcutaneous&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Brain_Substantia_nigra&Brain_Spinal_cord_cervical_c-1&Brain_Cerebellum&Brain_Anterior_cingulate_cortex_BA24&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Vagina&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs5995756-<b>T</b>,3e-11,schizophrenia,UNKNOWN,Mapping not available,0.44366876984848697,
rs1792709-<b>?</b>,3e-11,schizophrenia,LINC01905,18:56101744,-1.0,
rs1792709-<b>?</b>,3e-11,schizophrenia,LINC01539,18:56101744,-1.0,
rs1473594-<b>?</b>,3e-11,schizophrenia,UNKNOWN,8:59783967,-1.0,Testis&Heart_Left_Ventricle
rs2514218-<b>C</b>,3e-11,schizophrenia,DRD2,11:113522272,0.6483303580077774,
rs210155-<b>?</b>,3e-11,schizophrenia,GGNBP1,6:33549254,-1.0,
rs36068923-<b>G</b>,3e-11,schizophrenia,SINHCAFP3,8:110473532,0.20989941768131287,
rs3732386-<b>?</b>,3e-11,schizophrenia,TRANK1,3:36830502,-1.0,Skin_Not_Sun_Exposed_Suprapubic&Whole_Blood&Brain_Cerebellum&Adipose_Subcutaneous&Testis&Artery_Tibial&Nerve_Tibial&Skin_Sun_Exposed_Lower_leg&Thyroid&Cells_Cultured_fibroblasts&Pancreas&Adipose_Visceral_Omentum&Breast_Mammary_Tissue&Artery_Aorta&Muscle_Skeletal&Esophagus_Mucosa
rs11685299-<b>?</b>,3e-11,schizophrenia,CUL3,2:224526579,-1.0,
rs3732386-<b>T</b>,3e-11,schizophrenia,TRANK1,3:36830502,0.36435348631950576,Skin_Not_Sun_Exposed_Suprapubic&Whole_Blood&Brain_Cerebellum&Adipose_Subcutaneous&Testis&Artery_Tibial&Nerve_Tibial&Skin_Sun_Exposed_Lower_leg&Thyroid&Cells_Cultured_fibroblasts&Pancreas&Adipose_Visceral_Omentum&Breast_Mammary_Tissue&Artery_Aorta&Muscle_Skeletal&Esophagus_Mucosa
rs11693094-<b>?</b>,3e-11,schizophrenia,ZNF804A,2:184736693,-1.0,Thyroid
rs13096210-<b>C</b>,4.0000000000000004e-11,schizophrenia,FXR1,3:180881530,0.9306967386700552,Nerve_Tibial&Testis
rs17194476-<b>T</b>,4.0000000000000004e-11,schizophrenia,CNTN4,3:2496232,0.14475654550460318,Thyroid
rs592927-<b>A</b>,4.0000000000000004e-11,schizophrenia,RALGPS1,9:126910947,0.2944167814387117,Skin_Not_Sun_Exposed_Suprapubic&Whole_Blood&Adipose_Subcutaneous&Lung&Testis&Artery_Tibial&Spleen&Skin_Sun_Exposed_Lower_leg&Thyroid&Muscle_Skeletal&Esophagus_Mucosa
rs592927-<b>A</b>,4.0000000000000004e-11,schizophrenia,ZBTB34,9:126910947,0.2944167814387117,Skin_Not_Sun_Exposed_Suprapubic&Whole_Blood&Adipose_Subcutaneous&Lung&Testis&Artery_Tibial&Spleen&Skin_Sun_Exposed_Lower_leg&Thyroid&Muscle_Skeletal&Esophagus_Mucosa
