,variant_and_allele,p_value,trait,gene
1290,rs6549358-<b>G</b>,4.9999999999999996e-06,schizophrenia,RNU6-281P
586,rs117900362-<b>C</b>,4.9999999999999996e-06,schizophrenia,KIAA1217
1823,rs16869652-<b>?</b>,4.9999999999999996e-06,schizophrenia,LINC01016
1351,rs1546044-<b>A</b>,4.9999999999999996e-06,schizophrenia,NR3C2
1851,rs4757144-<b>G</b>,4.9999999999999996e-06,schizophrenia,ARNTL
1378,rs141216273-<b>A</b>,4.9999999999999996e-06,schizophrenia,ARNILA
1378,rs141216273-<b>A</b>,4.9999999999999996e-06,schizophrenia,DTNB
1313,rs9317639-<b>C</b>,4.9999999999999996e-06,schizophrenia,PCDH9
1348,rs1516570-<b>A</b>,4.9999999999999996e-06,schizophrenia,GRM7
1429,rs59888335-<b>T</b>,4.9999999999999996e-06,schizophrenia,UNKNOWN
1462,rs73044404-<b>G</b>,4.9999999999999996e-06,schizophrenia,CACNA1C
1229,rs117488988-<b>A</b>,4.9999999999999996e-06,schizophrenia,KRT18P50
1250,rs13119516-<b>A</b>,4.9999999999999996e-06,schizophrenia,BANK1
1332,rs144223816-<b>G</b>,4.9999999999999996e-06,schizophrenia,UNKNOWN
1298,rs6736848-<b>T</b>,4.9999999999999996e-06,schizophrenia,RNU6-1001P
1298,rs6736848-<b>T</b>,4.9999999999999996e-06,schizophrenia,CBX3P6
1112,rs4530903-<b>?</b>,4.9999999999999996e-06,schizophrenia,HLA-DQA1
1112,rs4530903-<b>?</b>,4.9999999999999996e-06,schizophrenia,HLA-DRB1
1535,rs7551222-<b>A</b>,4.9999999999999996e-06,schizophrenia,LRRN2
1545,rs7610761-<b>A</b>,4.9999999999999996e-06,schizophrenia,LPP
215,rs10744422-<b>C</b>,4.9999999999999996e-06,schizophrenia,HIP1R
1560,rs12449000-<b>T</b>,4.9999999999999996e-06,schizophrenia,FANCA
2281,rs820970-<b>G</b>,4.9999999999999996e-06,schizophrenia,UNKNOWN
1567,rs12519062-<b>C</b>,4.9999999999999996e-06,schizophrenia,MIR583HG
1569,rs12540205-<b>C</b>,4.9999999999999996e-06,schizophrenia,ATXN7L1
213,rs259282-<b>T</b>,4.9999999999999996e-06,schizophrenia,ANKRD27
1576,rs12682527-<b>C</b>,4.9999999999999996e-06,schizophrenia,ASH2L
1667,rs41268902-<b>A</b>,4.9999999999999996e-06,schizophrenia,TNXB
1583,rs11784536-<b>A</b>,4.9999999999999996e-06,schizophrenia,IQANK1
1164,rs9879311-<b>T</b>,4.9999999999999996e-06,schizophrenia,ATP2B2
1161,rs975752-<b>A</b>,4.9999999999999996e-06,schizophrenia,ERLIN1
1161,rs975752-<b>A</b>,4.9999999999999996e-06,schizophrenia,SPCS2P2
1686,rs4669297-<b>T</b>,4.9999999999999996e-06,schizophrenia,LINC01814
1686,rs4669297-<b>T</b>,4.9999999999999996e-06,schizophrenia,SNRPEP5
1601,rs12195417-<b>C</b>,4.9999999999999996e-06,schizophrenia,PRSS35
1601,rs12195417-<b>C</b>,4.9999999999999996e-06,schizophrenia,ME1
1678,rs4459386-<b>A</b>,4.9999999999999996e-06,schizophrenia,LIMA1
252,rs10860965-<b>?</b>,4.9999999999999996e-06,schizophrenia,C12orf42
1623,rs2957613-<b>T</b>,4.9999999999999996e-06,schizophrenia,SCAPER
568,rs6935231-<b>A</b>,4.9999999999999996e-06,schizophrenia,COL21A1
567,rs11685323-<b>C</b>,4.9999999999999996e-06,schizophrenia,SPAG16
1712,rs11063421-<b>T</b>,4.9999999999999996e-06,schizophrenia,KCNA1
1712,rs11063421-<b>T</b>,4.9999999999999996e-06,schizophrenia,KCNA5
1797,rs17203055-<b>?</b>,4.9999999999999996e-06,schizophrenia,ARHGAP31
1913,rs9512730-<b>?</b>,4.9999999999999996e-06,schizophrenia,RNU6-63P
1913,rs9512730-<b>?</b>,4.9999999999999996e-06,schizophrenia,LNX2
1185,rs13020137-<b>A</b>,4.9999999999999996e-06,schizophrenia,RAB6C
1185,rs13020137-<b>A</b>,4.9999999999999996e-06,schizophrenia,ARHGAP42P2
1503,rs78392994-<b>T</b>,4.9999999999999996e-06,schizophrenia,FER
1488,rs77421486-<b>C</b>,4.9999999999999996e-06,schizophrenia,RN7SKP60
1764,rs2298450-<b>C</b>,4.9999999999999996e-06,schizophrenia,DOP1B
1747,rs10849689-<b>A</b>,6e-06,schizophrenia,C12orf76
569,rs6834681-<b>A</b>,6e-06,schizophrenia,RASGEF1B
2410,rs11078493-<b>A</b>,6e-06,schizophrenia,UBE2G1
1456,rs62544595-<b>G</b>,6e-06,schizophrenia,TEK
1594,rs12129731-<b>T</b>,6e-06,schizophrenia,LINC01776
1504,rs7875611-<b>T</b>,6e-06,schizophrenia,ALOX15P2
1369,rs13424309-<b>T</b>,6e-06,schizophrenia,PCGEM1
1154,rs72882854-<b>A</b>,6e-06,schizophrenia,SCN1A-AS1
1154,rs72882854-<b>A</b>,6e-06,schizophrenia,SCN9A
1357,rs13217797-<b>T</b>,6e-06,schizophrenia,CARMIL1
1144,rs7127399-<b>G</b>,6e-06,schizophrenia,OR8Q1P
1144,rs7127399-<b>G</b>,6e-06,schizophrenia,OR8A1
1139,rs7008026-<b>C</b>,6e-06,schizophrenia,PRDM14
1139,rs7008026-<b>C</b>,6e-06,schizophrenia,SUMO2P20
1645,rs35261864-<b>C</b>,6e-06,schizophrenia,ROBO2
1914,rs151222-<b>?</b>,6e-06,schizophrenia,ACSM1
1914,rs151222-<b>?</b>,6e-06,schizophrenia,ACSM3
1651,rs36104021-<b>C</b>,6e-06,schizophrenia,ASCL1
1342,rs149110600-<b>A</b>,6e-06,schizophrenia,CIR1
1621,rs2929278-<b>C</b>,6e-06,schizophrenia,FRMD5
1451,rs62296447-<b>T</b>,6e-06,schizophrenia,LINC02438
2399,rs12445424-<b>A</b>,6e-06,schizophrenia,LINC02188
2399,rs12445424-<b>A</b>,6e-06,schizophrenia,LINC02181
1299,rs67478160-<b>C</b>,6e-06,schizophrenia,PPP1R13B
1796,rs4381823-<b>?</b>,6e-06,schizophrenia,FBXO11
1318,rs9403484-<b>T</b>,6e-06,schizophrenia,AIG1
574,rs12052801-<b>A</b>,6e-06,schizophrenia,PPP3R1
1881,rs1412115-<b>?</b>,6e-06,schizophrenia,RPL23P11
1881,rs1412115-<b>?</b>,6e-06,schizophrenia,LINC00838
1551,rs7641070-<b>G</b>,6e-06,schizophrenia,PPP2R3A
1553,rs76456399-<b>A</b>,6e-06,schizophrenia,LINC01394
1553,rs76456399-<b>A</b>,6e-06,schizophrenia,FOXF2-DT
1825,rs2726807-<b>?</b>,6e-06,schizophrenia,TENM3
1571,rs12554020-<b>C</b>,6e-06,schizophrenia,FAM120A
224,rs820970-<b>T</b>,6e-06,schizophrenia,UNKNOWN
1221,rs11690935-<b>G</b>,6e-06,schizophrenia,RPL21P38
1221,rs11690935-<b>G</b>,6e-06,schizophrenia,DYNC1I2
1477,rs75080020-<b>T</b>,6e-06,schizophrenia,EIF4E2P2
1824,rs1170612-<b>?</b>,6e-06,schizophrenia,CNTNAP5
1115,rs489332-<b>?</b>,6e-06,schizophrenia,UNKNOWN
1260,rs16971465-<b>C</b>,6e-06,schizophrenia,ZFHX3
1401,rs2161300-<b>T</b>,6e-06,schizophrenia,CTB-178M22.2
1401,rs2161300-<b>T</b>,6e-06,schizophrenia,TENM2
211,rs12620761-<b>T</b>,6e-06,schizophrenia,MGAT5
1393,rs2072883-<b>A</b>,6e-06,schizophrenia,TTLL1
1393,rs2072883-<b>A</b>,6e-06,schizophrenia,TTLL1-AS1
2394,rs10814727-<b>A</b>,6e-06,schizophrenia,YWHABP1
2394,rs10814727-<b>A</b>,6e-06,schizophrenia,FAM201A
2468,rs157981-<b>C</b>,6e-06,schizophrenia,UNKNOWN
1757,rs2205299-<b>T</b>,6e-06,schizophrenia,UNKNOWN
2386,rs1882760-<b>A</b>,6e-06,schizophrenia,DSCAM
612,rs1561296-<b>?</b>,7e-06,schizophrenia,SPATS2L
1130,rs12949688-<b>?</b>,7e-06,schizophrenia,RN7SKP94
1130,rs12949688-<b>?</b>,7e-06,schizophrenia,CCDC182
1118,rs1351267-<b>?</b>,7e-06,schizophrenia,UNKNOWN
1116,rs10924245-<b>?</b>,7e-06,schizophrenia,KIF26B
1165,rs9881798-<b>C</b>,7e-06,schizophrenia,PLCL2
613,rs1791244-<b>?</b>,7e-06,schizophrenia,MIR924HG
1215,rs11616416-<b>A</b>,7e-06,schizophrenia,MTUS2
1193,rs61841072-<b>G</b>,7e-06,schizophrenia,SEPTIN14P21
1236,rs12887386-<b>A</b>,7e-06,schizophrenia,UNKNOWN
1189,rs3131888-<b>C</b>,7e-06,schizophrenia,ZFP57
1189,rs3131888-<b>C</b>,7e-06,schizophrenia,ZDHHC20P1
1188,rs2455601-<b>A</b>,7e-06,schizophrenia,DENND2B
1184,rs11592657-<b>A</b>,7e-06,schizophrenia,DOCK1
1183,rs114333818-<b>A</b>,7e-06,schizophrenia,PLA2G4A
1911,rs1879248-<b>?</b>,7e-06,schizophrenia,CCDC39
1167,rs989197-<b>T</b>,7e-06,schizophrenia,UNKNOWN
1214,rs11603151-<b>A</b>,7e-06,schizophrenia,LINC02706
2464,rs161660-<b>G</b>,7e-06,schizophrenia,PRICKLE2
1912,rs2159767-<b>?</b>,7e-06,schizophrenia,UNKNOWN
1155,rs72925918-<b>G</b>,7e-06,schizophrenia,HNRNPA1P47
1268,rs1805203-<b>G</b>,7e-06,schizophrenia,SOX2-OT
1135,rs6953837-<b>A</b>,7e-06,schizophrenia,INSIG1-DT
1135,rs6953837-<b>A</b>,7e-06,schizophrenia,RN7SKP280
1134,rs6919939-<b>A</b>,7e-06,schizophrenia,UNKNOWN
1194,rs75094680-<b>A</b>,7e-06,schizophrenia,UNKNOWN
1432,rs60037734-<b>G</b>,7e-06,schizophrenia,ZMYM4
1432,rs60037734-<b>G</b>,7e-06,schizophrenia,Y_RNA
1387,rs2019872-<b>C</b>,7e-06,schizophrenia,SMG6
585,rs117325001-<b>T</b>,7e-06,schizophrenia,BNIP3L
1448,rs62064224-<b>G</b>,7e-06,schizophrenia,RHBDL3
1446,rs61935443-<b>C</b>,7e-06,schizophrenia,KRT19P2
1446,rs61935443-<b>C</b>,7e-06,schizophrenia,NDUFA12
328,rs73627050-<b>?</b>,7e-06,schizophrenia,NLGN4X
1600,rs12193070-<b>A</b>,7e-06,schizophrenia,LINC02549
1607,rs27419-<b>C</b>,7e-06,schizophrenia,MOCS2
1437,rs6095357-<b>C</b>,7e-06,schizophrenia,ARFGEF2
1437,rs6095357-<b>C</b>,7e-06,schizophrenia,PREX1
1520,rs8016982-<b>C</b>,7e-06,schizophrenia,GTF2A1
1520,rs8016982-<b>C</b>,7e-06,schizophrenia,DYNLL1P1
1422,rs5749696-<b>C</b>,7e-06,schizophrenia,YPEL1
1826,rs16934812-<b>?</b>,7e-06,schizophrenia,TMTC1
1578,rs12693217-<b>G</b>,7e-06,schizophrenia,CWC22
1642,rs35094601-<b>G</b>,7e-06,schizophrenia,RNF14P1
1642,rs35094601-<b>G</b>,7e-06,schizophrenia,SPOPL
1650,rs36059107-<b>A</b>,7e-06,schizophrenia,NPAS3
570,rs4621267-<b>T</b>,7e-06,schizophrenia,RPL35P8
1775,rs2540277-<b>C</b>,7e-06,schizophrenia,TMEM182
1474,rs74338693-<b>G</b>,7e-06,schizophrenia,SCN1A-AS1
1526,rs8066384-<b>C</b>,7e-06,schizophrenia,RPTOR
1742,rs10777165-<b>C</b>,7e-06,schizophrenia,POC1B
1735,rs1040393-<b>C</b>,7e-06,schizophrenia,ILDR2
1735,rs1040393-<b>C</b>,7e-06,schizophrenia,TADA1
1713,rs11064837-<b>A</b>,7e-06,schizophrenia,TMEM233
1713,rs11064837-<b>A</b>,7e-06,schizophrenia,CCDC60
1546,rs7617937-<b>A</b>,7e-06,schizophrenia,SATB1-AS1
1701,rs513088-<b>G</b>,7e-06,schizophrenia,RPL4P2
1701,rs513088-<b>G</b>,7e-06,schizophrenia,FMO10P
1513,rs79258494-<b>A</b>,7e-06,schizophrenia,SUMO2P2
1508,rs7901794-<b>C</b>,7e-06,schizophrenia,NRBF2
1508,rs7901794-<b>C</b>,7e-06,schizophrenia,RNU6-543P
1691,rs4740446-<b>T</b>,7e-06,schizophrenia,PTPRD
1176,rs1001780-<b>G</b>,8e-06,schizophrenia,DLX2-DT
1554,rs7648449-<b>C</b>,8e-06,schizophrenia,FRMD4B
1555,rs76503615-<b>A</b>,8e-06,schizophrenia,RN7SL18P
1172,rs9990395-<b>G</b>,8e-06,schizophrenia,UNKNOWN
1850,rs9611198-<b>C</b>,8e-06,schizophrenia,RPS19BP1
1850,rs9611198-<b>C</b>,8e-06,schizophrenia,CACNA1I
1534,rs7539624-<b>A</b>,8e-06,schizophrenia,CAPN2
1563,rs12487279-<b>C</b>,8e-06,schizophrenia,LINC02050
571,rs1275572-<b>C</b>,8e-06,schizophrenia,SNORA70
1324,rs956096-<b>A</b>,8e-06,schizophrenia,RNU7-152P
1150,rs72697068-<b>A</b>,8e-06,schizophrenia,NPY1R
1754,rs10891354-<b>C</b>,8e-06,schizophrenia,LINC02762
1754,rs10891354-<b>C</b>,8e-06,schizophrenia,LINC02763
1750,rs10862476-<b>G</b>,8e-06,schizophrenia,RPL7P43
1750,rs10862476-<b>G</b>,8e-06,schizophrenia,ZDHHC17
1758,rs2219089-<b>T</b>,8e-06,schizophrenia,UNKNOWN
1711,rs11044946-<b>T</b>,8e-06,schizophrenia,TCP1P3
1696,rs4955124-<b>T</b>,8e-06,schizophrenia,OSBPL10
1695,rs4879901-<b>C</b>,8e-06,schizophrenia,RUSC2
1692,rs4744901-<b>C</b>,8e-06,schizophrenia,APBA1
1670,rs4240624-<b>G</b>,8e-06,schizophrenia,RNU6-526P
1670,rs4240624-<b>G</b>,8e-06,schizophrenia,RNU6-1151P
1653,rs367543-<b>T</b>,8e-06,schizophrenia,PPP1R3B
1140,rs7020830-<b>T</b>,8e-06,schizophrenia,EBLN3P
1145,rs71391092-<b>C</b>,8e-06,schizophrenia,GLG1
1613,rs28587833-<b>G</b>,8e-06,schizophrenia,RPL32P31
1613,rs28587833-<b>G</b>,8e-06,schizophrenia,NPTX1
1117,rs17290922-<b>?</b>,8e-06,schizophrenia,NLRC5
1521,rs8025470-<b>A</b>,8e-06,schizophrenia,TMCO5B
1182,rs10123671-<b>G</b>,8e-06,schizophrenia,DMRT1
1187,rs200610334-<b>AT</b>,8e-06,schizophrenia,MCHR1
1187,rs200610334-<b>AT</b>,8e-06,schizophrenia,SLC25A17
1385,rs2008905-<b>T</b>,8e-06,schizophrenia,PIK3C2A
1445,rs61903125-<b>G</b>,8e-06,schizophrenia,GUCY1A2
1227,rs117358016-<b>A</b>,8e-06,schizophrenia,HS6ST3
1280,rs1962636-<b>C</b>,8e-06,schizophrenia,MOSMO
1827,rs2048485-<b>?</b>,8e-06,schizophrenia,LINC01478
1281,rs1974653-<b>A</b>,8e-06,schizophrenia,ZDHHC8
1494,rs7786896-<b>T</b>,8e-06,schizophrenia,POU6F2
1498,rs78177980-<b>G</b>,8e-06,schizophrenia,CHD2
1500,rs78226650-<b>A</b>,8e-06,schizophrenia,LINC01122
1208,rs1144403-<b>A</b>,8e-06,schizophrenia,CASP12
1190,rs35553880-<b>T</b>,8e-06,schizophrenia,LINC01378
1846,rs10761482-<b>?</b>,8e-06,schizophrenia,ANK3
1289,rs6517329-<b>A</b>,8e-06,schizophrenia,MEMO1P1
1289,rs6517329-<b>A</b>,8e-06,schizophrenia,SETD4
1517,rs79947808-<b>G</b>,8e-06,schizophrenia,LEP
1517,rs79947808-<b>G</b>,8e-06,schizophrenia,MIR129-1
1192,rs4646312-<b>C</b>,8e-06,schizophrenia,COMT
1191,rs4129575-<b>A</b>,8e-06,schizophrenia,HS3ST4
1124,rs13268772-<b>?</b>,9e-06,schizophrenia,CSMD1
1672,rs4246774-<b>C</b>,9e-06,schizophrenia,LINC02219
2401,rs7249142-<b>A</b>,9e-06,schizophrenia,MEF2B
2401,rs7249142-<b>A</b>,9e-06,schizophrenia,BORCS8-MEF2B
1381,rs142453246-<b>T</b>,9e-06,schizophrenia,SHC4
2411,rs77325285-<b>A</b>,9e-06,schizophrenia,LINC02105
2411,rs77325285-<b>A</b>,9e-06,schizophrenia,NDUFS4
1375,rs139283246-<b>G</b>,9e-06,schizophrenia,NDUFS5P2
1375,rs139283246-<b>G</b>,9e-06,schizophrenia,RPL7P9
2416,rs74131273-<b>A</b>,9e-06,schizophrenia,ASAH2
2416,rs74131273-<b>A</b>,9e-06,schizophrenia,SGMS1
1353,rs1565411-<b>G</b>,9e-06,schizophrenia,LINC02710
1353,rs1565411-<b>G</b>,9e-06,schizophrenia,FBLIM1P2
1738,rs10446497-<b>G</b>,9e-06,schizophrenia,PAK2
1698,rs498154-<b>G</b>,9e-06,schizophrenia,RNU1-130P
1698,rs498154-<b>G</b>,9e-06,schizophrenia,LINC01787
1770,rs2413045-<b>A</b>,9e-06,schizophrenia,LIMK2
1108,rs959770-<b>?</b>,9e-06,schizophrenia,ZFYVE28
1356,rs16863064-<b>G</b>,9e-06,schizophrenia,LPP
1339,rs148114321-<b>T</b>,9e-06,schizophrenia,RALGAPA1
1349,rs1521470-<b>A</b>,9e-06,schizophrenia,ADCY1
1723,rs11215609-<b>T</b>,9e-06,schizophrenia,LINC02698
1723,rs11215609-<b>T</b>,9e-06,schizophrenia,RPL12P46
1697,rs4968361-<b>A</b>,9e-06,schizophrenia,LINC01476
2466,rs930889-<b>T</b>,9e-06,schizophrenia,LINC01170
2385,rs12539900-<b>A</b>,9e-06,schizophrenia,Y_RNA
1136,rs6981717-<b>C</b>,9e-06,schizophrenia,MMP16
218,rs12660387-<b>A</b>,9e-06,schizophrenia,EYS
1177,rs10106298-<b>G</b>,9e-06,schizophrenia,ADI1P2
1177,rs10106298-<b>G</b>,9e-06,schizophrenia,KLF10
1516,rs79844775-<b>C</b>,9e-06,schizophrenia,CRYGFP
1516,rs79844775-<b>C</b>,9e-06,schizophrenia,MEAF6P1
1505,rs78901727-<b>A</b>,9e-06,schizophrenia,SEC61GP1
572,rs2015748-<b>A</b>,9e-06,schizophrenia,ETS2
572,rs2015748-<b>A</b>,9e-06,schizophrenia,SNORA62
1166,rs9883949-<b>C</b>,9e-06,schizophrenia,ZBTB20
1166,rs9883949-<b>C</b>,9e-06,schizophrenia,ZBTB20-AS5
1587,rs118162387-<b>G</b>,9e-06,schizophrenia,HTR3B
1587,rs118162387-<b>G</b>,9e-06,schizophrenia,HTR3A
1157,rs9650682-<b>G</b>,9e-06,schizophrenia,SNAPC3
1470,rs73405966-<b>T</b>,9e-06,schizophrenia,CUX1
1442,rs61826828-<b>A</b>,9e-06,schizophrenia,RPL30P1
1442,rs61826828-<b>A</b>,9e-06,schizophrenia,LINC02776
1609,rs2811474-<b>G</b>,9e-06,schizophrenia,EEFSEC
590,rs76528668-<b>T</b>,9e-06,schizophrenia,RYR3
2382,rs4853633-<b>A</b>,9e-06,schizophrenia,C2orf88
1635,rs34232444-<b>T</b>,9e-06,schizophrenia,KDM4B
1635,rs34232444-<b>T</b>,9e-06,schizophrenia,UHRF1
1186,rs146641304-<b>AC</b>,9e-06,schizophrenia,RUFY1
1186,rs146641304-<b>AC</b>,9e-06,schizophrenia,U4
1402,rs216452-<b>T</b>,9e-06,schizophrenia,TBC1D29P
1647,rs35659386-<b>A</b>,9e-06,schizophrenia,NTM
1479,rs7521837-<b>T</b>,9e-06,schizophrenia,HAX1
1479,rs7521837-<b>T</b>,9e-06,schizophrenia,RNU6-239P
1489,rs7742212-<b>A</b>,9e-06,schizophrenia,PTPRK
